Ward,Precinct,Total Votes,Pritzker,JBP%,Rauner,BR%,Jackson,GKJ%,McCann,SM%,Registered_Voters,Ballots Cast,Turnout %
1,1,577.00,488.00,84.58,53.00,9.19,24.00,4.16,12.00,2.08,862.00,594.00,68.91
1,2,470.00,421.00,89.57,32.00,6.81,14.00,2.98,3.00,0.64,811.00,482.00,59.43
1,3,648.00,549.00,84.72,87.00,13.43,10.00,1.54,2.00,0.31,881.00,658.00,74.69
1,4,628.00,503.00,80.10,98.00,15.61,22.00,3.50,5.00,0.80,920.00,639.00,69.46
1,5,655.00,550.00,83.97,91.00,13.89,11.00,1.68,3.00,0.46,826.00,663.00,80.27
1,6,558.00,442.00,79.21,101.00,18.10,12.00,2.15,3.00,0.54,836.00,566.00,67.70
1,7,406.00,339.00,83.50,54.00,13.30,11.00,2.71,2.00,0.49,577.00,415.00,71.92
1,8,505.00,411.00,81.39,83.00,16.44,7.00,1.39,4.00,0.79,751.00,535.00,71.24
1,9,448.00,376.00,83.93,52.00,11.61,18.00,4.02,2.00,0.45,631.00,486.00,77.02
1,10,741.00,589.00,79.49,138.00,18.62,11.00,1.48,3.00,0.40,"1,018.00",751.00,73.77
1,11,667.00,535.00,80.21,109.00,16.34,14.00,2.10,9.00,1.35,853.00,678.00,79.48
1,12,669.00,539.00,80.57,112.00,16.74,13.00,1.94,5.00,0.75,"1,004.00",675.00,67.23
1,13,256.00,216.00,84.38,32.00,12.50,8.00,3.13,0.00,0.00,388.00,263.00,67.78
1,14,537.00,443.00,82.50,77.00,14.34,16.00,2.98,1.00,0.19,721.00,550.00,76.28
1,15,513.00,424.00,82.65,78.00,15.20,10.00,1.95,1.00,0.19,776.00,520.00,67.01
1,16,665.00,581.00,87.37,68.00,10.23,14.00,2.11,2.00,0.30,931.00,677.00,72.72
1,17,480.00,428.00,89.17,39.00,8.13,8.00,1.67,5.00,1.04,754.00,491.00,65.12
1,18,527.00,476.00,90.32,38.00,7.21,12.00,2.28,1.00,0.19,840.00,546.00,65.00
1,19,641.00,555.00,86.58,70.00,10.92,12.00,1.87,4.00,0.62,896.00,659.00,73.55
1,20,446.00,392.00,87.89,37.00,8.30,15.00,3.36,2.00,0.45,651.00,452.00,69.43
1,21,782.00,645.00,82.48,120.00,15.35,13.00,1.66,4.00,0.51,"1,009.00",785.00,77.80
1,22,369.00,321.00,86.99,36.00,9.76,11.00,2.98,1.00,0.27,557.00,374.00,67.15
1,23,765.00,679.00,88.76,62.00,8.10,21.00,2.75,3.00,0.39,"1,004.00",780.00,77.69
1,24,488.00,442.00,90.57,33.00,6.76,10.00,2.05,3.00,0.61,914.00,500.00,54.70
1,25,555.00,481.00,86.67,58.00,10.45,13.00,2.34,3.00,0.54,847.00,569.00,67.18
1,26,343.00,304.00,88.63,26.00,7.58,9.00,2.62,4.00,1.17,713.00,354.00,49.65
1,27,608.00,496.00,81.58,89.00,14.64,19.00,3.13,4.00,0.66,888.00,616.00,69.37
1,28,160.00,147.00,91.88,9.00,5.63,1.00,0.63,3.00,1.88,314.00,167.00,53.18
1,29,677.00,562.00,83.01,87.00,12.85,23.00,3.40,5.00,0.74,879.00,686.00,78.04
1,30,597.00,527.00,88.27,51.00,8.54,14.00,2.35,5.00,0.84,927.00,612.00,66.02
1,31,520.00,420.00,80.77,76.00,14.62,22.00,4.23,2.00,0.38,864.00,552.00,63.89
1,32,546.00,426.00,78.02,100.00,18.32,14.00,2.56,6.00,1.10,795.00,562.00,70.69
1,33,654.00,523.00,79.97,113.00,17.28,11.00,1.68,7.00,1.07,949.00,666.00,70.18
1,34,445.00,383.00,86.07,47.00,10.56,14.00,3.15,1.00,0.22,663.00,455.00,68.63
1,35,700.00,558.00,79.71,114.00,16.29,26.00,3.71,2.00,0.29,"1,032.00",707.00,68.51
1,36,594.00,462.00,77.78,117.00,19.70,11.00,1.85,4.00,0.67,842.00,603.00,71.62
1,37,585.00,449.00,76.75,112.00,19.15,18.00,3.08,6.00,1.03,846.00,593.00,70.09
1,38,529.00,434.00,82.04,66.00,12.48,22.00,4.16,7.00,1.32,767.00,554.00,72.23
1,39,497.00,418.00,84.10,67.00,13.48,11.00,2.21,1.00,0.20,755.00,510.00,67.55
1,40,561.00,436.00,77.72,107.00,19.07,15.00,2.67,3.00,0.53,825.00,586.00,71.03
1,41,328.00,285.00,86.89,32.00,9.76,9.00,2.74,2.00,0.61,475.00,337.00,70.95
1,42,181.00,151.00,83.43,23.00,12.71,4.00,2.21,3.00,1.66,270.00,183.00,67.78
1,43,352.00,298.00,84.66,43.00,12.22,9.00,2.56,2.00,0.57,556.00,356.00,64.03
1,44,506.00,435.00,85.97,59.00,11.66,9.00,1.78,3.00,0.59,650.00,511.00,78.62
2,1,647.00,523.00,80.83,95.00,14.68,23.00,3.55,6.00,0.93,906.00,658.00,72.63
2,2,465.00,313.00,67.31,138.00,29.68,5.00,1.08,9.00,1.94,595.00,470.00,78.99
2,3,670.00,532.00,79.40,114.00,17.01,16.00,2.39,8.00,1.19,900.00,680.00,75.56
2,4,520.00,431.00,82.88,78.00,15.00,8.00,1.54,3.00,0.58,746.00,528.00,70.78
2,5,693.00,560.00,80.81,110.00,15.87,19.00,2.74,4.00,0.58,935.00,706.00,75.51
2,6,555.00,443.00,79.82,85.00,15.32,19.00,3.42,8.00,1.44,769.00,565.00,73.47
2,7,553.00,424.00,76.67,104.00,18.81,14.00,2.53,11.00,1.99,"1,477.00",569.00,38.52
2,8,690.00,540.00,78.26,111.00,16.09,32.00,4.64,7.00,1.01,"1,020.00",695.00,68.14
2,9,540.00,345.00,63.89,177.00,32.78,15.00,2.78,3.00,0.56,722.00,550.00,76.18
2,10,509.00,301.00,59.14,197.00,38.70,3.00,0.59,8.00,1.57,643.00,518.00,80.56
2,11,629.00,393.00,62.48,226.00,35.93,7.00,1.11,3.00,0.48,801.00,645.00,80.52
2,12,542.00,423.00,78.04,106.00,19.56,10.00,1.85,3.00,0.55,755.00,559.00,74.04
2,13,506.00,345.00,68.18,151.00,29.84,4.00,0.79,6.00,1.19,672.00,522.00,77.68
2,14,613.00,477.00,77.81,118.00,19.25,14.00,2.28,4.00,0.65,831.00,619.00,74.49
2,15,563.00,457.00,81.17,87.00,15.45,14.00,2.49,5.00,0.89,819.00,574.00,70.09
2,16,522.00,439.00,84.10,65.00,12.45,14.00,2.68,4.00,0.77,790.00,527.00,66.71
2,17,675.00,550.00,81.48,107.00,15.85,13.00,1.93,5.00,0.74,915.00,686.00,74.97
2,18,571.00,397.00,69.53,161.00,28.20,9.00,1.58,4.00,0.70,747.00,577.00,77.24
2,19,451.00,273.00,60.53,170.00,37.69,2.00,0.44,6.00,1.33,577.00,457.00,79.20
2,20,667.00,463.00,69.42,189.00,28.34,13.00,1.95,2.00,0.30,993.00,675.00,67.98
2,21,609.00,502.00,82.43,89.00,14.61,14.00,2.30,4.00,0.66,840.00,614.00,73.10
2,22,633.00,420.00,66.35,204.00,32.23,6.00,0.95,3.00,0.47,830.00,640.00,77.11
2,23,421.00,249.00,59.14,169.00,40.14,1.00,0.24,2.00,0.48,527.00,426.00,80.83
2,24,544.00,378.00,69.49,149.00,27.39,11.00,2.02,6.00,1.10,704.00,558.00,79.26
2,25,618.00,483.00,78.16,116.00,18.77,16.00,2.59,3.00,0.49,830.00,627.00,75.54
2,26,533.00,376.00,70.54,149.00,27.95,4.00,0.75,4.00,0.75,804.00,543.00,67.54
2,27,544.00,346.00,63.60,177.00,32.54,14.00,2.57,7.00,1.29,699.00,553.00,79.11
2,28,659.00,454.00,68.89,184.00,27.92,15.00,2.28,6.00,0.91,839.00,668.00,79.62
2,29,659.00,459.00,69.65,185.00,28.07,7.00,1.06,8.00,1.21,874.00,668.00,76.43
2,30,491.00,300.00,61.10,173.00,35.23,9.00,1.83,9.00,1.83,681.00,495.00,72.69
2,31,680.00,422.00,62.06,239.00,35.15,12.00,1.76,7.00,1.03,927.00,693.00,74.76
2,32,458.00,307.00,67.03,138.00,30.13,12.00,2.62,1.00,0.22,623.00,467.00,74.96
2,33,866.00,569.00,65.70,274.00,31.64,12.00,1.39,11.00,1.27,"1,056.00",880.00,83.33
2,34,475.00,298.00,62.74,166.00,34.95,8.00,1.68,3.00,0.63,594.00,482.00,81.14
2,35,754.00,514.00,68.17,223.00,29.58,13.00,1.72,4.00,0.53,"1,038.00",764.00,73.60
2,36,653.00,455.00,69.68,178.00,27.26,14.00,2.14,6.00,0.92,792.00,661.00,83.46
2,37,537.00,370.00,68.90,144.00,26.82,16.00,2.98,7.00,1.30,660.00,542.00,82.12
2,38,548.00,331.00,60.40,207.00,37.77,7.00,1.28,3.00,0.55,700.00,556.00,79.43
2,39,414.00,241.00,58.21,160.00,38.65,7.00,1.69,6.00,1.45,634.00,427.00,67.35
2,40,803.00,581.00,72.35,203.00,25.28,11.00,1.37,8.00,1.00,"1,067.00",811.00,76.01
2,41,596.00,422.00,70.81,159.00,26.68,8.00,1.34,7.00,1.17,932.00,602.00,64.59
2,42,652.00,462.00,70.86,169.00,25.92,13.00,1.99,8.00,1.23,770.00,665.00,86.36
2,43,793.00,514.00,64.82,262.00,33.04,13.00,1.64,4.00,0.50,"1,010.00",802.00,79.41
2,44,364.00,235.00,64.56,121.00,33.24,4.00,1.10,4.00,1.10,458.00,369.00,80.57
2,45,673.00,478.00,71.03,166.00,24.67,22.00,3.27,7.00,1.04,912.00,689.00,75.55
2,46,329.00,209.00,63.53,105.00,31.91,11.00,3.34,4.00,1.22,478.00,333.00,69.67
3,1,643.00,610.00,94.87,17.00,2.64,12.00,1.87,4.00,0.62,"1,153.00",669.00,58.02
3,2,577.00,551.00,95.49,15.00,2.60,9.00,1.56,2.00,0.35,729.00,622.00,85.32
3,3,460.00,405.00,88.04,47.00,10.22,5.00,1.09,3.00,0.65,836.00,484.00,57.89
3,4,545.00,515.00,94.50,17.00,3.12,9.00,1.65,4.00,0.73,809.00,553.00,68.36
3,5,304.00,281.00,92.43,10.00,3.29,7.00,2.30,6.00,1.97,655.00,318.00,48.55
3,6,742.00,523.00,70.49,199.00,26.82,14.00,1.89,6.00,0.81,962.00,749.00,77.86
3,7,318.00,298.00,93.71,10.00,3.14,6.00,1.89,4.00,1.26,518.00,353.00,68.15
3,8,416.00,391.00,93.99,12.00,2.88,10.00,2.40,3.00,0.72,777.00,431.00,55.47
3,9,518.00,470.00,90.73,24.00,4.63,12.00,2.32,12.00,2.32,793.00,533.00,67.21
3,10,233.00,224.00,96.14,7.00,3.00,0.00,0.00,2.00,0.86,546.00,238.00,43.59
3,11,513.00,491.00,95.71,10.00,1.95,8.00,1.56,4.00,0.78,737.00,531.00,72.05
3,12,505.00,463.00,91.68,26.00,5.15,8.00,1.58,8.00,1.58,636.00,525.00,82.55
3,13,625.00,479.00,76.64,127.00,20.32,11.00,1.76,8.00,1.28,828.00,634.00,76.57
3,14,605.00,511.00,84.46,81.00,13.39,10.00,1.65,3.00,0.50,847.00,613.00,72.37
3,15,474.00,451.00,95.15,8.00,1.69,11.00,2.32,4.00,0.84,788.00,483.00,61.29
3,16,424.00,388.00,91.51,19.00,4.48,13.00,3.07,4.00,0.94,782.00,452.00,57.80
3,17,743.00,639.00,86.00,76.00,10.23,26.00,3.50,2.00,0.27,"1,035.00",758.00,73.24
3,18,746.00,689.00,92.36,29.00,3.89,22.00,2.95,6.00,0.80,"1,357.00",768.00,56.60
3,19,646.00,447.00,69.20,186.00,28.79,11.00,1.70,2.00,0.31,861.00,652.00,75.73
3,20,520.00,488.00,93.85,14.00,2.69,12.00,2.31,6.00,1.15,828.00,535.00,64.61
3,21,613.00,475.00,77.49,126.00,20.55,3.00,0.49,9.00,1.47,854.00,633.00,74.12
3,22,746.00,584.00,78.28,139.00,18.63,15.00,2.01,8.00,1.07,"1,067.00",756.00,70.85
3,23,440.00,414.00,94.09,18.00,4.09,6.00,1.36,2.00,0.45,834.00,460.00,55.16
3,24,423.00,402.00,95.04,6.00,1.42,10.00,2.36,5.00,1.18,771.00,436.00,56.55
3,25,961.00,690.00,71.80,255.00,26.53,12.00,1.25,4.00,0.42,"1,337.00",968.00,72.40
3,26,632.00,473.00,74.84,150.00,23.73,5.00,0.79,4.00,0.63,836.00,638.00,76.32
3,27,719.00,521.00,72.46,173.00,24.06,16.00,2.23,9.00,1.25,"1,042.00",722.00,69.29
3,28,322.00,300.00,93.17,9.00,2.80,6.00,1.86,7.00,2.17,562.00,350.00,62.28
3,29,500.00,456.00,91.20,24.00,4.80,15.00,3.00,5.00,1.00,"1,057.00",525.00,49.67
3,30,436.00,417.00,95.64,13.00,2.98,6.00,1.38,0.00,0.00,740.00,450.00,60.81
3,31,546.00,517.00,94.69,12.00,2.20,11.00,2.01,6.00,1.10,893.00,570.00,63.83
3,32,672.00,545.00,81.10,110.00,16.37,9.00,1.34,8.00,1.19,894.00,684.00,76.51
3,33,676.00,523.00,77.37,134.00,19.82,13.00,1.92,6.00,0.89,921.00,684.00,74.27
3,34,703.00,574.00,81.65,104.00,14.79,15.00,2.13,10.00,1.42,"1,017.00",717.00,70.50
3,35,244.00,227.00,93.03,11.00,4.51,5.00,2.05,1.00,0.41,826.00,248.00,30.02
3,36,277.00,258.00,93.14,12.00,4.33,4.00,1.44,3.00,1.08,614.00,282.00,45.93
3,37,453.00,428.00,94.48,10.00,2.21,7.00,1.55,8.00,1.77,745.00,463.00,62.15
3,38,406.00,397.00,97.78,5.00,1.23,3.00,0.74,1.00,0.25,583.00,423.00,72.56
3,39,900.00,703.00,78.11,168.00,18.67,27.00,3.00,2.00,0.22,"1,292.00",909.00,70.36
3,40,561.00,493.00,87.88,43.00,7.66,13.00,2.32,12.00,2.14,891.00,576.00,64.65
3,41,354.00,302.00,85.31,35.00,9.89,12.00,3.39,5.00,1.41,780.00,376.00,48.21
4,1,800.00,731.00,91.38,49.00,6.13,16.00,2.00,4.00,0.50,996.00,813.00,81.63
4,2,714.00,560.00,78.43,141.00,19.75,10.00,1.40,3.00,0.42,906.00,721.00,79.58
4,3,421.00,399.00,94.77,12.00,2.85,4.00,0.95,6.00,1.43,733.00,439.00,59.89
4,4,714.00,675.00,94.54,21.00,2.94,11.00,1.54,7.00,0.98,"1,038.00",727.00,70.04
4,5,518.00,474.00,91.51,30.00,5.79,10.00,1.93,4.00,0.77,735.00,528.00,71.84
4,6,621.00,558.00,89.86,51.00,8.21,5.00,0.81,7.00,1.13,895.00,646.00,72.18
4,7,617.00,588.00,95.30,18.00,2.92,8.00,1.30,3.00,0.49,951.00,637.00,66.98
4,8,561.00,532.00,94.83,11.00,1.96,13.00,2.32,5.00,0.89,839.00,576.00,68.65
4,9,596.00,570.00,95.64,16.00,2.68,8.00,1.34,2.00,0.34,800.00,611.00,76.38
4,10,655.00,602.00,91.91,25.00,3.82,19.00,2.90,9.00,1.37,884.00,665.00,75.23
4,11,543.00,520.00,95.76,12.00,2.21,3.00,0.55,8.00,1.47,880.00,561.00,63.75
4,12,597.00,552.00,92.46,31.00,5.19,9.00,1.51,5.00,0.84,931.00,610.00,65.52
4,13,674.00,560.00,83.09,93.00,13.80,17.00,2.52,4.00,0.59,895.00,686.00,76.65
4,14,548.00,517.00,94.34,19.00,3.47,7.00,1.28,5.00,0.91,816.00,562.00,68.87
4,15,649.00,619.00,95.38,15.00,2.31,13.00,2.00,2.00,0.31,901.00,669.00,74.25
4,16,933.00,778.00,83.39,124.00,13.29,18.00,1.93,13.00,1.39,"1,308.00",948.00,72.48
4,17,713.00,589.00,82.61,100.00,14.03,19.00,2.66,5.00,0.70,899.00,726.00,80.76
4,18,513.00,477.00,92.98,21.00,4.09,11.00,2.14,4.00,0.78,819.00,529.00,64.59
4,19,406.00,387.00,95.32,12.00,2.96,3.00,0.74,4.00,0.99,829.00,421.00,50.78
4,20,517.00,405.00,78.34,93.00,17.99,15.00,2.90,4.00,0.77,704.00,534.00,75.85
4,21,770.00,642.00,83.38,103.00,13.38,14.00,1.82,11.00,1.43,850.00,785.00,92.35
4,22,555.00,499.00,89.91,39.00,7.03,13.00,2.34,4.00,0.72,768.00,567.00,73.83
4,23,728.00,681.00,93.54,39.00,5.36,7.00,0.96,1.00,0.14,904.00,739.00,81.75
4,24,511.00,461.00,90.22,40.00,7.83,7.00,1.37,3.00,0.59,744.00,522.00,70.16
4,25,639.00,493.00,77.15,127.00,19.87,8.00,1.25,11.00,1.72,805.00,650.00,80.75
4,26,504.00,473.00,93.85,15.00,2.98,10.00,1.98,6.00,1.19,768.00,524.00,68.23
4,27,701.00,654.00,93.30,30.00,4.28,12.00,1.71,5.00,0.71,960.00,723.00,75.31
4,28,445.00,405.00,91.01,20.00,4.49,14.00,3.15,6.00,1.35,653.00,458.00,70.14
4,29,448.00,420.00,93.75,9.00,2.01,14.00,3.13,5.00,1.12,803.00,460.00,57.29
4,30,714.00,681.00,95.38,11.00,1.54,9.00,1.26,13.00,1.82,"1,172.00",734.00,62.63
4,31,553.00,513.00,92.77,22.00,3.98,11.00,1.99,7.00,1.27,609.00,565.00,92.78
4,32,578.00,527.00,91.18,35.00,6.06,10.00,1.73,6.00,1.04,888.00,600.00,67.57
4,33,540.00,495.00,91.67,24.00,4.44,18.00,3.33,3.00,0.56,798.00,559.00,70.05
4,34,459.00,425.00,92.59,21.00,4.58,7.00,1.53,6.00,1.31,749.00,472.00,63.02
4,35,611.00,578.00,94.60,21.00,3.44,9.00,1.47,3.00,0.49,973.00,630.00,64.75
4,36,605.00,570.00,94.21,18.00,2.98,13.00,2.15,4.00,0.66,892.00,616.00,69.06
4,37,"1,015.00",847.00,83.45,146.00,14.38,12.00,1.18,10.00,0.99,"1,420.00","1,038.00",73.10
4,38,569.00,530.00,93.15,26.00,4.57,10.00,1.76,3.00,0.53,776.00,577.00,74.36
5,1,411.00,387.00,94.16,12.00,2.92,9.00,2.19,3.00,0.73,748.00,417.00,55.75
5,2,335.00,327.00,97.61,5.00,1.49,0.00,0.00,3.00,0.90,656.00,346.00,52.74
5,3,576.00,528.00,91.67,40.00,6.94,4.00,0.69,4.00,0.69,720.00,596.00,82.78
5,4,692.00,651.00,94.08,23.00,3.32,12.00,1.73,6.00,0.87,828.00,713.00,86.11
5,5,460.00,418.00,90.87,16.00,3.48,19.00,4.13,7.00,1.52,711.00,473.00,66.53
5,6,387.00,369.00,95.35,8.00,2.07,7.00,1.81,3.00,0.78,662.00,406.00,61.33
5,7,541.00,500.00,92.42,30.00,5.55,8.00,1.48,3.00,0.55,638.00,552.00,86.52
5,8,547.00,500.00,91.41,43.00,7.86,3.00,0.55,1.00,0.18,677.00,565.00,83.46
5,9,621.00,582.00,93.72,25.00,4.03,10.00,1.61,4.00,0.64,745.00,632.00,84.83
5,10,387.00,366.00,94.57,9.00,2.33,10.00,2.58,2.00,0.52,730.00,395.00,54.11
5,11,551.00,509.00,92.38,31.00,5.63,8.00,1.45,3.00,0.54,672.00,565.00,84.08
5,12,330.00,311.00,94.24,13.00,3.94,2.00,0.61,4.00,1.21,625.00,344.00,55.04
5,13,418.00,393.00,94.02,14.00,3.35,6.00,1.44,5.00,1.20,734.00,425.00,57.90
5,14,395.00,375.00,94.94,11.00,2.78,6.00,1.52,3.00,0.76,580.00,403.00,69.48
5,15,478.00,430.00,89.96,29.00,6.07,10.00,2.09,9.00,1.88,628.00,495.00,78.82
5,16,465.00,444.00,95.48,9.00,1.94,6.00,1.29,6.00,1.29,794.00,478.00,60.20
5,17,402.00,386.00,96.02,7.00,1.74,4.00,1.00,5.00,1.24,773.00,432.00,55.89
5,18,493.00,467.00,94.73,16.00,3.25,9.00,1.83,1.00,0.20,613.00,508.00,82.87
5,19,494.00,447.00,90.49,40.00,8.10,3.00,0.61,4.00,0.81,659.00,504.00,76.48
5,20,591.00,545.00,92.22,32.00,5.41,11.00,1.86,3.00,0.51,754.00,604.00,80.11
5,21,569.00,526.00,92.44,34.00,5.98,5.00,0.88,4.00,0.70,644.00,586.00,90.99
5,22,587.00,528.00,89.95,51.00,8.69,4.00,0.68,4.00,0.68,709.00,597.00,84.20
5,23,896.00,816.00,91.07,64.00,7.14,10.00,1.12,6.00,0.67,"1,173.00",921.00,78.52
5,24,577.00,533.00,92.37,31.00,5.37,13.00,2.25,0.00,0.00,735.00,590.00,80.27
5,25,454.00,422.00,92.95,19.00,4.19,9.00,1.98,4.00,0.88,679.00,462.00,68.04
5,26,489.00,468.00,95.71,14.00,2.86,4.00,0.82,3.00,0.61,814.00,501.00,61.55
5,27,623.00,538.00,86.36,76.00,12.20,6.00,0.96,3.00,0.48,810.00,643.00,79.38
5,28,526.00,488.00,92.78,22.00,4.18,9.00,1.71,7.00,1.33,779.00,543.00,69.70
5,29,501.00,471.00,94.01,19.00,3.79,8.00,1.60,3.00,0.60,762.00,521.00,68.37
5,30,334.00,310.00,92.81,14.00,4.19,9.00,2.69,1.00,0.30,632.00,345.00,54.59
5,31,379.00,361.00,95.25,8.00,2.11,8.00,2.11,2.00,0.53,699.00,392.00,56.08
5,32,593.00,544.00,91.74,25.00,4.22,17.00,2.87,7.00,1.18,727.00,623.00,85.69
5,33,534.00,510.00,95.51,11.00,2.06,9.00,1.69,4.00,0.75,802.00,561.00,69.95
5,34,614.00,553.00,90.07,50.00,8.14,10.00,1.63,1.00,0.16,697.00,629.00,90.24
5,35,628.00,566.00,90.13,43.00,6.85,14.00,2.23,5.00,0.80,746.00,647.00,86.73
5,36,286.00,270.00,94.41,6.00,2.10,7.00,2.45,3.00,1.05,602.00,306.00,50.83
5,37,573.00,523.00,91.27,37.00,6.46,11.00,1.92,2.00,0.35,713.00,586.00,82.19
5,38,436.00,414.00,94.95,12.00,2.75,8.00,1.83,2.00,0.46,756.00,449.00,59.39
5,39,427.00,377.00,88.29,42.00,9.84,5.00,1.17,3.00,0.70,556.00,440.00,79.14
5,40,347.00,327.00,94.24,7.00,2.02,10.00,2.88,3.00,0.86,593.00,354.00,59.70
5,41,294.00,277.00,94.22,13.00,4.42,3.00,1.02,1.00,0.34,341.00,297.00,87.10
6,1,445.00,433.00,97.30,5.00,1.12,7.00,1.57,0.00,0.00,648.00,452.00,69.75
6,2,433.00,403.00,93.07,8.00,1.85,16.00,3.70,6.00,1.39,652.00,437.00,67.02
6,3,449.00,428.00,95.32,13.00,2.90,5.00,1.11,3.00,0.67,666.00,462.00,69.37
6,4,315.00,302.00,95.87,5.00,1.59,4.00,1.27,4.00,1.27,600.00,325.00,54.17
6,5,270.00,262.00,97.04,3.00,1.11,4.00,1.48,1.00,0.37,669.00,278.00,41.55
6,6,420.00,392.00,93.33,11.00,2.62,13.00,3.10,4.00,0.95,689.00,442.00,64.15
6,7,364.00,350.00,96.15,5.00,1.37,5.00,1.37,4.00,1.10,674.00,374.00,55.49
6,8,387.00,374.00,96.64,7.00,1.81,3.00,0.78,3.00,0.78,658.00,403.00,61.25
6,9,355.00,335.00,94.37,13.00,3.66,3.00,0.85,4.00,1.13,754.00,375.00,49.73
6,10,241.00,217.00,90.04,10.00,4.15,10.00,4.15,4.00,1.66,598.00,255.00,42.64
6,11,355.00,339.00,95.49,7.00,1.97,8.00,2.25,1.00,0.28,672.00,361.00,53.72
6,12,285.00,269.00,94.39,7.00,2.46,6.00,2.11,3.00,1.05,664.00,300.00,45.18
6,13,311.00,294.00,94.53,5.00,1.61,9.00,2.89,3.00,0.96,539.00,321.00,59.55
6,14,360.00,345.00,95.83,7.00,1.94,6.00,1.67,2.00,0.56,722.00,377.00,52.22
6,15,345.00,327.00,94.78,10.00,2.90,5.00,1.45,3.00,0.87,841.00,353.00,41.97
6,16,408.00,388.00,95.10,9.00,2.21,6.00,1.47,5.00,1.23,687.00,426.00,62.01
6,17,263.00,245.00,93.16,10.00,3.80,5.00,1.90,3.00,1.14,663.00,277.00,41.78
6,18,302.00,293.00,97.02,3.00,0.99,4.00,1.32,2.00,0.66,635.00,309.00,48.66
6,19,364.00,347.00,95.33,4.00,1.10,8.00,2.20,5.00,1.37,703.00,375.00,53.34
6,20,235.00,223.00,94.89,4.00,1.70,7.00,2.98,1.00,0.43,603.00,246.00,40.80
6,21,221.00,212.00,95.93,1.00,0.45,4.00,1.81,4.00,1.81,596.00,227.00,38.09
6,22,240.00,218.00,90.83,13.00,5.42,3.00,1.25,6.00,2.50,596.00,247.00,41.44
6,23,216.00,207.00,95.83,8.00,3.70,1.00,0.46,0.00,0.00,560.00,226.00,40.36
6,24,203.00,189.00,93.10,11.00,5.42,3.00,1.48,0.00,0.00,521.00,217.00,41.65
6,25,212.00,202.00,95.28,4.00,1.89,3.00,1.42,3.00,1.42,491.00,217.00,44.20
6,26,290.00,268.00,92.41,7.00,2.41,8.00,2.76,7.00,2.41,681.00,305.00,44.79
6,27,228.00,216.00,94.74,4.00,1.75,3.00,1.32,5.00,2.19,623.00,237.00,38.04
6,28,193.00,182.00,94.30,4.00,2.07,6.00,3.11,1.00,0.52,545.00,210.00,38.53
6,29,427.00,411.00,96.25,7.00,1.64,6.00,1.41,3.00,0.70,656.00,440.00,67.07
6,30,324.00,310.00,95.68,8.00,2.47,1.00,0.31,5.00,1.54,678.00,332.00,48.97
6,31,406.00,381.00,93.84,11.00,2.71,8.00,1.97,6.00,1.48,677.00,417.00,61.60
6,32,366.00,349.00,95.36,10.00,2.73,3.00,0.82,4.00,1.09,661.00,375.00,56.73
6,33,392.00,360.00,91.84,25.00,6.38,1.00,0.26,6.00,1.53,643.00,414.00,64.39
6,34,403.00,388.00,96.28,4.00,0.99,8.00,1.99,3.00,0.74,651.00,413.00,63.44
6,35,363.00,342.00,94.21,10.00,2.75,7.00,1.93,4.00,1.10,597.00,371.00,62.14
6,36,464.00,447.00,96.34,9.00,1.94,3.00,0.65,5.00,1.08,654.00,479.00,73.24
6,37,406.00,381.00,93.84,13.00,3.20,8.00,1.97,4.00,0.99,626.00,417.00,66.61
6,38,419.00,395.00,94.27,16.00,3.82,7.00,1.67,1.00,0.24,665.00,434.00,65.26
6,39,329.00,307.00,93.31,8.00,2.43,11.00,3.34,3.00,0.91,645.00,338.00,52.40
6,40,352.00,335.00,95.17,6.00,1.70,5.00,1.42,6.00,1.70,663.00,376.00,56.71
6,41,391.00,376.00,96.16,7.00,1.79,4.00,1.02,4.00,1.02,655.00,403.00,61.53
6,42,415.00,389.00,93.73,15.00,3.61,6.00,1.45,5.00,1.20,734.00,420.00,57.22
6,43,360.00,335.00,93.06,13.00,3.61,9.00,2.50,3.00,0.83,678.00,366.00,53.98
6,44,402.00,377.00,93.78,11.00,2.74,10.00,2.49,4.00,1.00,713.00,406.00,56.94
6,45,418.00,402.00,96.17,6.00,1.44,6.00,1.44,4.00,0.96,692.00,433.00,62.57
6,46,267.00,263.00,98.50,2.00,0.75,1.00,0.37,1.00,0.37,526.00,285.00,54.18
6,47,284.00,265.00,93.31,10.00,3.52,6.00,2.11,3.00,1.06,551.00,299.00,54.26
6,48,418.00,394.00,94.26,14.00,3.35,4.00,0.96,6.00,1.44,712.00,436.00,61.24
7,1,346.00,325.00,93.93,11.00,3.18,6.00,1.73,4.00,1.16,680.00,366.00,53.82
7,2,360.00,338.00,93.89,12.00,3.33,8.00,2.22,2.00,0.56,757.00,374.00,49.41
7,3,391.00,368.00,94.12,17.00,4.35,4.00,1.02,2.00,0.51,624.00,408.00,65.38
7,4,390.00,363.00,93.08,18.00,4.62,5.00,1.28,4.00,1.03,636.00,403.00,63.36
7,5,326.00,290.00,88.96,20.00,6.13,12.00,3.68,4.00,1.23,586.00,339.00,57.85
7,6,489.00,452.00,92.43,18.00,3.68,13.00,2.66,6.00,1.23,747.00,497.00,66.53
7,7,376.00,355.00,94.41,13.00,3.46,3.00,0.80,5.00,1.33,702.00,391.00,55.70
7,8,313.00,289.00,92.33,15.00,4.79,7.00,2.24,2.00,0.64,581.00,328.00,56.45
